	product_id	onsale_web	price	stock_quantity	stock_status	product_id_zscore	onsale_web_zscore	price_zscore	stock_quantity_zscore	id_web	virtual	downloadable	rating_count	average_rating	total_sales	tax_status	tax_class	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count
10	4040	1	34.3	0	outofstock	-1.2444305466177197	0.3881077364118916	0.07036562641269734	-0.5777215950476673	15303	0	0	0	0.0	0.0	taxable		2.0	2018-02-12 09:13:35	2018-02-12 08:13:35		Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018	Roussanne finement exotique, atypique par sa vivacité, d'un grain frais et plein de croquant.	publish	closed	closed		pierre-jean-villa-saint-joseph-saut-ange-2018	2019-11-02 13:25:07	2019-11-02 12:25:07		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4040	0.0	product		0.0
11	4040	1	34.3	0	outofstock	-1.2444305466177197	0.3881077364118916	0.07036562641269734	-0.5777215950476673	15303	0	0	0	0.0	0.0			2.0	2018-02-12 09:13:35	2018-02-12 08:13:35		Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018		publish	closed	closed		pierre-jean-villa-saint-joseph-saut-ange-2018	2019-11-02 13:25:07	2019-11-02 12:25:07		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-jean-villa-saint-joseph-saut-ange-2018.jpg	0.0	attachment	image/jpeg	0.0
12	4041	1	32.7	15	instock	-1.2433220188839254	0.3881077364118916	0.010618664580225232	-0.2506719729655592	14975	0	0	0	0.0	0.0	taxable		2.0	2018-02-12 09:45:14	2018-02-12 08:45:14		Pierre Gaillard Condrieu 2018	Un joli nez de fruits exotiques comme le litchi, de pêche blanche et de violette. La bouche est ronde, équilibrée et promet des saveurs exotiques aussi élégantes qu’au nez.	publish	closed	closed		pierre-gaillard-condrieu-2018	2020-08-14 18:15:02	2020-08-14 16:15:02		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4041	0.0	product		0.0
13	4041	1	32.7	15	instock	-1.2433220188839254	0.3881077364118916	0.010618664580225232	-0.2506719729655592	14975	0	0	0	0.0	0.0			2.0	2018-02-12 09:45:14	2018-02-12 08:45:14		Pierre Gaillard Condrieu 2018		publish	closed	closed		pierre-gaillard-condrieu-2018	2020-08-14 18:15:02	2020-08-14 16:15:02		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-condrieu-2018.jpg	0.0	attachment	image/jpeg	0.0
14	4042	1	31.2	34	instock	-1.2422134911501308	0.3881077364118916	-0.0453941121377177	0.1635908816717777	16042	0	0	0	0.0	7.0	taxable		2.0	2018-02-12 09:54:27	2018-02-12 08:54:27		Pierre Gaillard Cornas 2017	Une jolie robe grenat avec des reflets violacés. Un  nez de petits fruits noirs et de notes épicées. Belle structure, tanins aboutis et beaucoup de finesse.	publish	closed	closed		pierre-gaillard-cornas-2017	2020-08-14 10:15:02	2020-08-14 08:15:02		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4042	0.0	product		0.0
15	4042	1	31.2	34	instock	-1.2422134911501308	0.3881077364118916	-0.0453941121377177	0.1635908816717777	16042	0	0	0	0.0	7.0			2.0	2018-02-12 09:54:27	2018-02-12 08:54:27		Pierre Gaillard Cornas 2017		publish	closed	closed		pierre-gaillard-cornas-2017	2020-08-14 10:15:02	2020-08-14 08:15:02		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-cornas-2017.jpg	0.0	attachment	image/jpeg	0.0
16	4043	1	60.0	12	instock	-1.2411049634163362	0.3881077364118916	1.0300512008467841	-0.3160818973819808	14980	0	0	0	0.0	3.0	taxable		2.0	2018-02-12 10:03:05	2018-02-12 09:03:05		Pierre Gaillard Côte Rôtie Esprit de Blonde 2017	Complexité, finesse et subtilité sont au rendez-vous. Concentration et longueur également! Une cuvée à garder quelques années.	publish	closed	closed		pierre-gaillard-cote-rotie-esprit-blond-2017	2020-08-24 14:00:03	2020-08-24 12:00:03		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4043	0.0	product		0.0
17	4043	1	60.0	12	instock	-1.2411049634163362	0.3881077364118916	1.0300512008467841	-0.3160818973819808	14980	0	0	0	0.0	3.0			2.0	2018-02-12 10:03:05	2018-02-12 09:03:05		Pierre Gaillard Côte Rôtie Esprit de Blonde 2017		publish	closed	closed		pierre-gaillard-cote-rotie-esprit-blond-2017	2020-08-24 14:00:03	2020-08-24 12:00:03		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-cote-rotie-esprit-blond-2017.jpg	0.0	attachment	image/jpeg	0.0
18	4045	1	42.6	66	instock	-1.2388879079487474	0.3881077364118916	0.38030299091864767	0.8612967421136082	16041	0	0	0	0.0	14.0	taxable		2.0	2018-02-12 10:09:03	2018-02-12 09:09:03		Pierre Gaillard Côte Rôtie 2018	Ce vin exprime la diversité et l'équilibre entre puissance et élégance des différentes parcelles de Côte Rôtie. Fruité fin et charnu.	publish	closed	closed		pierre-gaillard-cote-rotie-2018	2020-08-03 09:55:03	2020-08-03 07:55:03		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4045	0.0	product		0.0
19	4045	1	42.6	66	instock	-1.2388879079487474	0.3881077364118916	0.38030299091864767	0.8612967421136082	16041	0	0	0	0.0	14.0			2.0	2018-02-12 10:09:03	2018-02-12 09:09:03		Pierre Gaillard Côte Rôtie 2018		publish	closed	closed		pierre-gaillard-cote-rotie-2018	2020-08-03 09:55:03	2020-08-03 07:55:03		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-cote-rotie-2018.jpg	0.0	attachment	image/jpeg	0.0
20	4046	1	80.0	0	outofstock	-1.2377793802149528	0.3881077364118916	1.7768882237526882	-0.5777215950476673	15269	0	0	0	0.0	6.0	taxable		2.0	2018-02-12 10:16:27	2018-02-12 09:16:27		Pierre Gaillard Côte Rôtie Rose Pourpre 2017	"La cuvée ""Rose Pourpre"" provient d'une parcelle de 0,8Ha sur la fameuse Côte Brune. Très complexe, sur les fruits et les épices, beaucoup de matière et de structure, du grand art!"	publish	closed	closed		pierre-gaillard-cote-rotie-rose-pourpre-2017	2020-08-24 14:00:03	2020-08-24 12:00:03		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4046	0.0	product		0.0
21	4046	1	80.0	0	outofstock	-1.2377793802149528	0.3881077364118916	1.7768882237526882	-0.5777215950476673	15269	0	0	0	0.0	6.0			2.0	2018-02-12 10:16:27	2018-02-12 09:16:27		Pierre Gaillard Côte Rôtie Rose Pourpre 2017		publish	closed	closed		pierre-gaillard-cote-rotie-rose-pourpre-2017	2020-08-24 14:00:03	2020-08-24 12:00:03		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-cote-rotie-rose-pourpre-2017.jpg	0.0	attachment	image/jpeg	0.0
22	4047	1	18.3	36	instock	-1.2366708524811585	0.3881077364118916	-0.5271039919120257	0.20719749794939213	14977	0	0	0	0.0	0.0	taxable		2.0	2018-02-12 10:28:30	2018-02-12 09:28:30		Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018	Vin frais, floral et fruité, minéral, ample et rond en bouche. Un très joli viognier.	publish	closed	closed		pierre-gaillard-gendrines-2018	2020-08-27 09:30:07	2020-08-27 07:30:07		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4047	0.0	product		0.0
23	4047	1	18.3	36	instock	-1.2366708524811585	0.3881077364118916	-0.5271039919120257	0.20719749794939213	14977	0	0	0	0.0	0.0			2.0	2018-02-12 10:28:30	2018-02-12 09:28:30		Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018		publish	closed	closed		pierre-gaillard-gendrines-2018	2020-08-27 09:30:07	2020-08-27 07:30:07		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-gendrines-2018.jpg	0.0	attachment	image/jpeg	0.0
24	4048	1	22.8	22	instock	-1.235562324747364	0.3881077364118916	-0.3590656617581973	-0.09804881599390874	16044	0	0	0	0.0	7.0	taxable		2.0	2018-02-12 10:34:08	2018-02-12 09:34:08		Pierre Gaillard Saint-Joseph Rouge Clos de Cuminaille 2018	D'une belle intensité, Clos de Cuminaille a de la profondeur et des tanins soyeux mais aussi beaucoup de fruit. Un régal!	publish	closed	closed		pierre-gaillard-saint-joseph-cuminaille-2018	2020-08-14 17:45:03	2020-08-14 15:45:03		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4048	0.0	product		0.0
25	4048	1	22.8	22	instock	-1.235562324747364	0.3881077364118916	-0.3590656617581973	-0.09804881599390874	16044	0	0	0	0.0	7.0			2.0	2018-02-12 10:34:08	2018-02-12 09:34:08		Pierre Gaillard Saint-Joseph Rouge Clos de Cuminaille 2018		publish	closed	closed		pierre-gaillard-saint-joseph-cuminaille-2018	2020-08-14 17:45:03	2020-08-14 15:45:03		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-saint-joseph-cuminaille-2018.jpg	0.0	attachment	image/jpeg	0.0
26	4049	1	19.3	46	instock	-1.2344537970135694	0.3881077364118916	-0.4897621407667305	0.42523057933746417	16043	0	0	0	0.0	1.0	taxable		2.0	2018-02-12 10:41:11	2018-02-12 09:41:11		Pierre Gaillard Saint-Joseph Rouge 2018	Un Saint-Joseph plein de fruits et de gourmandise. Rond et équilibré, il saura ravir toutes les papilles.	publish	closed	closed		pierre-gaillard-saint-joseph-2018	2020-08-26 14:05:02	2020-08-26 12:05:02		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4049	0.0	product		0.0
27	4049	1	19.3	46	instock	-1.2344537970135694	0.3881077364118916	-0.4897621407667305	0.42523057933746417	16043	0	0	0	0.0	1.0			2.0	2018-02-12 10:41:11	2018-02-12 09:41:11		Pierre Gaillard Saint-Joseph Rouge 2018		publish	closed	closed		pierre-gaillard-saint-joseph-2018	2020-08-26 14:05:02	2020-08-26 12:05:02		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-saint-joseph-2018.jpg	0.0	attachment	image/jpeg	0.0
28	4050	1	21.8	0	outofstock	-1.233345269279775	0.3881077364118916	-0.3964075129034925	-0.5777215950476673	16449	0	0	0	0.0	6.0	taxable		2.0	2018-02-12 10:50:59	2018-02-12 09:50:59		Pierre Gaillard Saint-Joseph Blanc 2019	Ce Saint-Joseph blanc est frais, complexe et très aromatiques. Il bénéficie d'une belle minéralité et d'une structure en bouche enrichissante.	publish	closed	closed		pierre-gaillard-saint-joseph-blanc-2019	2020-08-24 09:30:15	2020-08-24 07:30:15		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4050	0.0	product		0.0
29	4050	1	21.8	0	outofstock	-1.233345269279775	0.3881077364118916	-0.3964075129034925	-0.5777215950476673	16449	0	0	0	0.0	6.0			2.0	2018-02-12 10:50:59	2018-02-12 09:50:59		Pierre Gaillard Saint-Joseph Blanc 2019		publish	closed	closed		pierre-gaillard-saint-joseph-blanc-2019	2020-08-24 09:30:15	2020-08-24 07:30:15		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-saint-joseph-blanc-2019.jpg	0.0	attachment	image/jpeg	0.0
30	4051	1	7.7	41	instock	-1.2322367415459805	0.3881077364118916	-0.9229276140521548	0.3162140386434282	16045	0	0	0	0.0	6.0	taxable		2.0	2018-02-12 10:58:41	2018-02-12 09:58:41		Jeanne Gaillard IGP Collines Rhodaniennes Syrah Terre de Mandrin 2018	Terre de Mandrin est vinifié par la fille de Pierre Gaillard, Jeanne. Ce vin est représentatif de sa parcelle: frais et aéré, et donc très digeste!	publish	closed	closed		pierre-gaillard-syrah-terre-mandrin-2018	2020-08-27 17:15:02	2020-08-27 15:15:02		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4051	0.0	product		0.0
31	4051	1	7.7	41	instock	-1.2322367415459805	0.3881077364118916	-0.9229276140521548	0.3162140386434282	16045	0	0	0	0.0	6.0			2.0	2018-02-12 10:58:41	2018-02-12 09:58:41		Jeanne Gaillard IGP Collines Rhodaniennes Syrah Terre de Mandrin 2018		publish	closed	closed		pierre-gaillard-syrah-terre-mandrin-2018	2020-08-27 17:15:02	2020-08-27 15:15:02		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/pierre-gaillard-syrah-terre-mandrin-2018.jpg	0.0	attachment	image/jpeg	0.0
32	4052	1	33.7	35	instock	-1.231128213812186	0.3881077364118916	0.04796051572552043	0.18539418981058492	16030	0	0	0	0.0	6.0	taxable		2.0	2018-02-12 11:06:11	2018-02-12 10:06:11		Clos du Mont-Olivet Châteauneuf-du-Pape Blanc 2019	Ce Châteauneuf-du-Pape blanc offre une robe pâle mais un nez intense sur les herbes méridionales. Sa bouche saline et vive se montre épurée mais sans manquer de chair ni de maturité, livrant une sensation minérale sur la fin de bouche.	publish	closed	closed		mont-olivet-chateauneuf-pape-blanc-2019	2020-08-03 09:55:03	2020-08-03 07:55:03		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4052	0.0	product		0.0
33	4052	1	33.7	35	instock	-1.231128213812186	0.3881077364118916	0.04796051572552043	0.18539418981058492	16030	0	0	0	0.0	6.0			2.0	2018-02-12 11:06:11	2018-02-12 10:06:11		Clos du Mont-Olivet Châteauneuf-du-Pape Blanc 2019		publish	closed	closed		mont-olivet-chateauneuf-pape-blanc-2019	2020-08-03 09:55:03	2020-08-03 07:55:03		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/mont-olivet-chateauneuf-pape-blanc-2019.jpg	0.0	attachment	image/jpeg	0.0
34	4053	1	44.3	16	instock	-1.2300196860783916	0.3881077364118916	0.44378413786564935	-0.22886866482675197	13127	0	0	0	0.0	23.0	taxable		2.0	2018-02-12 11:18:33	2018-02-12 10:18:33		Clos du Mont-Olivet Châteauneuf-du-Pape 2012	Nez gracieux, très élégant avec une touche florale et un parfum de vendange entière. Il évolue sur une note d'agrume. Bouche avec du relief et une belle énergie. Il y a du muscle mais accompagné par une sensation de fruit plein et dense.	publish	closed	closed		clos-du-mont-olivet-chateauneuf-du-pape-2012	2020-08-24 18:25:02	2020-08-24 16:25:02		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4053	0.0	product		0.0
35	4053	1	44.3	16	instock	-1.2300196860783916	0.3881077364118916	0.44378413786564935	-0.22886866482675197	13127	0	0	0	0.0	23.0			2.0	2018-02-12 11:18:33	2018-02-12 10:18:33		Clos du Mont-Olivet Châteauneuf-du-Pape 2012		publish	closed	closed		clos-du-mont-olivet-chateauneuf-du-pape-2012	2020-08-24 18:25:02	2020-08-24 16:25:02		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/clos-du-mont-olivet-chateauneuf-du-pape-2012.jpg	0.0	attachment	image/jpeg	0.0
36	4054	1	71.6	0	outofstock	-1.228911158344597	0.3881077364118916	1.4632166741322081	-0.5777215950476673	19816	0	0	0	0.0	10.0	taxable		2.0	2018-02-12 11:25:39	2018-02-12 10:25:39		Clos du Mont-Olivet Châteauneuf-du-Pape Cuvée du Papet 2018	Fleuron du domaine, élaboré uniquement lors des grands millésimes à partir de très vieilles vignes, la Cuvée de Papet 2018 à une bouche presque massive, au fruit pulpeux étoffé par des tanins solides. Une très grande bouteille à laisser en cave.	publish	closed	closed		clos-du-mont-olivet-chateauneuf-du-pape-papet-2018	2020-06-09 15:41:44	2020-06-09 13:41:44		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=4054	0.0	product		0.0
37	4054	1	71.6	0	outofstock	-1.228911158344597	0.3881077364118916	1.4632166741322081	-0.5777215950476673	19816	0	0	0	0.0	10.0			2.0	2018-02-12 11:25:39	2018-02-12 10:25:39		Clos du Mont-Olivet Châteauneuf-du-Pape Cuvée du Papet 2018		publish	closed	closed		clos-du-mont-olivet-chateauneuf-du-pape-papet-2018	2020-06-09 15:41:44	2020-06-09 13:41:44		0.0	https://www.wine-spirit.fr/wp-content/uploads/2020/03/clos-du-mont-olivet-chateauneuf-du-pape-papet-2018.jpg	0.0	attachment	image/jpeg	0.0
38	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
39	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
40	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
41	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
42	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
43	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
44	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
45	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
46	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
47	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
48	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
49	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
50	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
51	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
52	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
53	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
54	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
55	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
56	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
57	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
58	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
59	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
60	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0	0.0	0.0	taxable		2.0	2018-07-31 12:07:23	2018-07-31 10:07:23		Pierre Jean Villa Côte Rôtie Fongeant 2017	Fongeant 2017 explose sur un fruit brillant, préserve par un élevage fin. C'est la démonstration qu'une cuvée bâtie pour la garde peut exprimer de la finesse dès sa jeunesse.	publish	closed	closed		pierre-jean-villa-cote-rotie-fongeant-2017	2019-11-02 13:24:15	2019-11-02 12:24:15		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=5070	0.0	product		0.0
61	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0	0.0	0.0	taxable		2.0	2018-08-08 11:23:43	2018-08-08 09:23:43		Pierre Jean Villa Condrieu Jardin Suspendu 2018	"<span id=""u1194-83"">Le nez séduit par ses parfums de fruit blancs pochés et de verveine. Délicate, juste et maîtrisée, sa longueur est saisissant</span><span id=""u1194-84"">e</span>."	publish	closed	closed		pierre-jean-villa-condrieu-suspendu-2018	2019-11-02 13:24:01	2019-11-02 12:24:01		0.0	https://www.wine-spirit.fr/?post_type=product&#038;p=5075	0.0	product		0.0
62	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
63	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
64	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
65	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
66	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
67	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
68	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
69	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
70	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
71	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
72	4055	0	86.1	0	outofstock	-1.2278026306108025	-2.576604138956726	2.0046735157389888	-0.5777215950476673		0	0	0																								
